start_station_name,start_station_id,start_lat,start_lng,end_station_name,end_station_id,end_lat,end_lng,trip_count
Journal Square,JC103,40.73367,-74.0625,Brunswick St,JC023,40.7241765,-74.0506564,34
Morris Canal,JC072,40.7124188237569,-74.03852552175522,Newark Ave,JC032,40.72152515,-74.046304543,34
Jersey & 3rd,JC074,40.72333158646436,-74.04595255851744,Harborside,JC104,40.7192517,-74.034234,34
Riverview Park,JC057,40.7443187,-74.0439909,River St & 1 St,HB609,40.73721535335381,-74.02886540972803,34
Adams St & 2 St,HB407,40.73981372311843,-74.03690412640572,Newport Pkwy,JC008,40.7287448,-74.0321082,34
Bloomfield St & 15 St,HB203,40.75453,-74.02658,11 St & Washington St,HB502,40.74998490907138,-74.02715027332306,34
Hamilton Park,JC009,40.727595966,-74.044247311,Columbus Park - Clinton St & 9 St,HB501,40.74816121065146,-74.0324530005455,34
Newark Ave,JC032,40.72152515,-74.046304543,Exchange Pl,JC116,40.71636596185077,-74.034343957901,34
McGinley Square,JC055,40.7253399253558,-74.06762212514877,JC Medical Center,JC110,40.71539114317,-74.04969155788422,34
6 St & Grand St,HB302,40.7443978330956,-74.03450086712837,Adams St & 2 St,HB407,40.73981372311843,-74.03690412640572,34
City Hall - Washington St & 1 St,HB105,40.73736,-74.03097,Jersey & 6th St,JC027,40.72528910781132,-74.04557168483734,34
Journal Square,JC103,40.73367,-74.0625,Astor Place,JC077,40.71928220070702,-74.07126188278198,33
JC Medical Center,JC110,40.71539114317,-74.04969155788422,Lafayette Park,JC078,40.71346382669195,-74.06285852193832,33
Jersey & 6th St,JC027,40.72528910781132,-74.04557168483734,Hilltop,JC019,40.7311689,-74.0575736,33
Jersey & 3rd,JC074,40.72333158646436,-74.04595255851744,Montgomery St,JC099,40.71942,-74.05099,33
4 St & Grand St,HB301,40.7422579775645,-74.03511106967926,4 St & River St,HB611,40.7408139,-74.0274062,33
Brunswick & 6th,JC081,40.72601172964625,-74.05038893222809,City Hall,JC003,40.7177325,-74.043845,33
Willow Ave & 12 St,HB505,40.7518674823282,-74.03037697076797,Heights Elevator,JC059,40.74871594538023,-74.04044330120087,33
Lafayette Park,JC078,40.71346382669195,-74.06285852193832,Warren St,JC006,40.7211236,-74.03805095,33
Adams St & 12 St,HB610,40.751889392240685,-74.03329162748534,9 St HBLR - Jackson St & 8 St,HB305,40.74790720968899,-74.03841152787209,33
Clinton St & Newark St,HB409,40.73743,-74.03571,Harborside,JC104,40.7192517,-74.034234,33
Montgomery St,JC099,40.71942,-74.05099,Jersey & 3rd,JC074,40.72333158646436,-74.04595255851744,33
Southwest Park - Jackson St & Observer Hwy,HB401,40.73755127245804,-74.04166370630264,2 St & Park Ave,HB608,40.73915272763701,-74.0330819785595,33
Brunswick & 6th,JC081,40.72601172964625,-74.05038893222809,Marin Light Rail,JC013,40.71458403535893,-74.04281705617905,33
4 St & Grand St,HB301,40.7422579775645,-74.03511106967926,4 St & Grand St,HB301,40.7422579775645,-74.03511106967926,33
Newport Pkwy,JC008,40.7287448,-74.0321082,Brunswick St,JC023,40.7241765,-74.0506564,33
Oakland Ave,JC022,40.7376037,-74.0524783,City Hall - Washington St & 1 St,HB105,40.73736,-74.03097,33
Newport Pkwy,JC008,40.7287448,-74.0321082,Clinton St & Newark St,HB409,40.73743,-74.03571,33
Newport PATH,JC066,40.7272235,-74.0337589,Paulus Hook,JC002,40.7141454,-74.0335519,33
Mama Johnson Field - 4 St & Jackson St,HB404,40.74313993965626,-74.04004096984863,Adams St & 12 St,HB610,40.751889392240685,-74.03329162748534,33
Mama Johnson Field - 4 St & Jackson St,HB404,40.74313993965626,-74.04004096984863,Mama Johnson Field - 4 St & Jackson St,HB404,40.74313993965626,-74.04004096984863,33
Heights Elevator,JC059,40.74871594538023,-74.04044330120087,Hilltop,JC019,40.7311689,-74.0575736,33
Liberty Light Rail,JC052,40.7112423,-74.0557013,Marin Light Rail,JC013,40.71458403535893,-74.04281705617905,33
Brunswick St,JC023,40.7241765,-74.0506564,Newport Pkwy,JC008,40.7287448,-74.0321082,33
Grand St,JC102,40.71517767732029,-74.03768330812454,Manila & 1st,JC082,40.72165072487999,-74.04288411140442,33
9 St HBLR - Jackson St & 8 St,HB305,40.74790720968899,-74.03841152787209,Mama Johnson Field - 4 St & Jackson St,HB404,40.74313993965626,-74.04004096984863,33
9 St HBLR - Jackson St & 8 St,HB305,40.74790720968899,-74.03841152787209,Adams St & 2 St,HB407,40.73981372311843,-74.03690412640572,33
Bergen Ave & Stegman St,JC108,40.70657545063453,-74.0867006778717,Exchange Pl,JC116,40.71636596185077,-74.034343957901,33
City Hall - Washington St & 1 St,HB105,40.73736,-74.03097,4 St & River St,HB611,40.7408139,-74.0274062,33
9 St HBLR - Jackson St & 8 St,HB305,40.74790720968899,-74.03841152787209,4 St & River St,HB611,40.7408139,-74.0274062,33
Newport PATH,JC066,40.7272235,-74.0337589,Church Sq Park - 5 St & Park Ave,HB601,40.74265933273143,-74.03223305940628,33
City Hall,JC003,40.7177325,-74.043845,Paulus Hook,JC002,40.7141454,-74.0335519,33
Hoboken Terminal - Hudson St & Hudson Pl,HB101,40.73593758446329,-74.03030455112457,Pershing Field,JC024,40.742677141,-74.051788633,33
Columbus Park - Clinton St & 9 St,HB501,40.74816121065146,-74.0324530005455,6 St & Grand St,HB302,40.7443978330956,-74.03450086712837,33
Harborside,JC104,40.7192517,-74.034234,Marin Light Rail,JC013,40.71458403535893,-74.04281705617905,33
City Hall,JC003,40.7177325,-74.043845,Essex Light Rail,JC038,40.7127742,-74.0364857,33
Brunswick St,JC023,40.7241765,-74.0506564,Washington St,JC098,40.7242941,-74.0354826,33
City Hall,JC003,40.7177325,-74.043845,Newark Ave,JC032,40.72152515,-74.046304543,32
York St & Marin Blvd,JC097,40.716615000830494,-74.0424120426178,York St & Marin Blvd,JC097,40.716615000830494,-74.0424120426178,32
Hilltop,JC019,40.7311689,-74.0575736,Hilltop,JC019,40.7311689,-74.0575736,32
Christ Hospital,JC034,40.734785818,-74.050443636,Oakland Ave,JC022,40.7376037,-74.0524783,32
Hoboken Terminal - Hudson St & Hudson Pl,HB101,40.73593758446329,-74.03030455112457,2 St & Park Ave,HB608,40.73915272763701,-74.0330819785595,32
Columbus Park - Clinton St & 9 St,HB501,40.74816121065146,-74.0324530005455,Mama Johnson Field - 4 St & Jackson St,HB404,40.74313993965626,-74.04004096984863,32
Manila & 1st,JC082,40.72165072487999,-74.04288411140442,Marin Light Rail,JC013,40.71458403535893,-74.04281705617905,32
5 Corners Library,JC018,40.73496102000952,-74.0595030784607,Leonard Gordon Park,JC080,40.74590996631558,-74.0572714805603,32
Newport PATH,JC066,40.7272235,-74.0337589,8 St & Washington St,HB603,40.74598388291562,-74.02819901704788,32
Hoboken Ave at Monmouth St,JC105,40.73520838045357,-74.04696375131607,Hilltop,JC019,40.7311689,-74.0575736,32
City Hall - Washington St & 1 St,HB105,40.73736,-74.03097,Monroe St & 11 St,HB508,40.7501091128573,-74.036636745998,32
Liberty Light Rail,JC052,40.7112423,-74.0557013,Warren St,JC006,40.7211236,-74.03805095,32
Marin Light Rail,JC013,40.71458403535893,-74.04281705617905,Montgomery St,JC099,40.71942,-74.05099,32
Newark Ave,JC032,40.72152515,-74.046304543,Bergen Ave,JC095,40.722103786686034,-74.07145500183105,32
Grove St PATH,JC115,40.71941,-74.04309,Hoboken Ave at Monmouth St,JC105,40.73520838045357,-74.04696375131607,32
Montgomery St,JC099,40.71942,-74.05099,Morris Canal,JC072,40.7124188237569,-74.03852552175522,32
Montgomery St,JC099,40.71942,-74.05099,Marin Light Rail,JC013,40.71458403535893,-74.04281705617905,32
Lafayette Park,JC078,40.71346382669195,-74.06285852193832,JC Medical Center,JC110,40.71539114317,-74.04969155788422,32
4 St & River St,HB611,40.7408139,-74.0274062,Marshall St & 2 St,HB408,40.740802,-74.042521,32
Jackson Square,JC063,40.71113,-74.0789,Baldwin at Montgomery,JC020,40.7236589,-74.0641943,32
Stevens - River Ter & 6 St,HB602,40.74313282710551,-74.02698867022991,8 St & Washington St,HB603,40.74598388291562,-74.02819901704788,32
Lafayette Park,JC078,40.71346382669195,-74.06285852193832,Liberty Light Rail,JC052,40.7112423,-74.0557013,32
9 St HBLR - Jackson St & 8 St,HB305,40.74790720968899,-74.03841152787209,Newport PATH,JC066,40.7272235,-74.0337589,32
Hoboken Terminal - River St & Hudson Pl,HB102,40.7360676564825,-74.02912706136703,Washington St,JC098,40.7242941,-74.0354826,32
Essex Light Rail,JC038,40.7127742,-74.0364857,Grand St,JC102,40.71517767732029,-74.03768330812454,32
York St & Marin Blvd,JC097,40.716615000830494,-74.0424120426178,Paulus Hook,JC002,40.7141454,-74.0335519,32
6 St & Grand St,HB302,40.7443978330956,-74.03450086712837,Clinton St & Newark St,HB409,40.73743,-74.03571,32
Brunswick St,JC023,40.7241765,-74.0506564,Hilltop,JC019,40.7311689,-74.0575736,32
Newport PATH,JC066,40.7272235,-74.0337589,City Hall,JC003,40.7177325,-74.043845,32
Harborside,JC104,40.7192517,-74.034234,Adams St & 2 St,HB407,40.73981372311843,-74.03690412640572,32
Marin Light Rail,JC013,40.71458403535893,-74.04281705617905,Washington St,JC098,40.7242941,-74.0354826,31
Essex Light Rail,JC038,40.7127742,-74.0364857,Columbus Drive,JC014,40.71835519823214,-74.03891444206238,31
Clinton St & Newark St,HB409,40.73743,-74.03571,8 St & Washington St,HB603,40.74598388291562,-74.02819901704788,31
Grand St & 14 St,HB506,40.75409,-74.0316,Willow Ave & 12 St,HB505,40.7518674823282,-74.03037697076797,31
Willow Ave & 12 St,HB505,40.7518674823282,-74.03037697076797,Willow Ave & 12 St,HB505,40.7518674823282,-74.03037697076797,31
Adams St & 12 St,HB610,40.751889392240685,-74.03329162748534,Willow Ave & 12 St,HB505,40.7518674823282,-74.03037697076797,31
Bloomfield St & 15 St,HB203,40.75453,-74.02658,Adams St & 2 St,HB407,40.73981372311843,-74.03690412640572,31
River St & 1 St,HB609,40.73721535335381,-74.02886540972803,Monroe St & 11 St,HB508,40.7501091128573,-74.036636745998,31
JC Medical Center,JC110,40.71539114317,-74.04969155788422,Christ Hospital,JC034,40.734785818,-74.050443636,31
Monroe St & 11 St,HB508,40.7501091128573,-74.036636745998,Columbus Park - Clinton St & 9 St,HB501,40.74816121065146,-74.0324530005455,31
Newark Ave,JC032,40.72152515,-74.046304543,Riverview Park,JC057,40.7443187,-74.0439909,31
Adams St & 2 St,HB407,40.73981372311843,-74.03690412640572,Monroe St & 11 St,HB508,40.7501091128573,-74.036636745998,31
Manila & 1st,JC082,40.72165072487999,-74.04288411140442,Van Vorst Park,JC035,40.71848892,-74.047726625,31
Washington St,JC098,40.7242941,-74.0354826,Madison St & 1 St,HB402,40.73879,-74.0393,31
Hilltop,JC019,40.7311689,-74.0575736,Journal Square,JC103,40.73367,-74.0625,31
Washington St,JC098,40.7242941,-74.0354826,Hoboken Terminal - River St & Hudson Pl,HB102,40.7360676564825,-74.02912706136703,31
Newport Pkwy,JC008,40.7287448,-74.0321082,Adams St & 2 St,HB407,40.73981372311843,-74.03690412640572,31
Warren St,JC006,40.7211236,-74.03805095,Paulus Hook,JC002,40.7141454,-74.0335519,31
7 St & Monroe St,HB304,40.74641264837719,-74.03797701001167,4 St & River St,HB611,40.7408139,-74.0274062,31
Monroe St & 11 St,HB508,40.7501091128573,-74.036636745998,4 St & Grand St,HB301,40.7422579775645,-74.03511106967926,31
Monmouth & 6th,JC075,40.72568548362901,-74.04879033565521,Bergen Ave & Sip Ave,JC109,40.73100888698729,-74.06443700194359,31
Madison St & 1 St,HB402,40.73879,-74.0393,Adams St & 2 St,HB407,40.73981372311843,-74.03690412640572,31
2 St & Park Ave,HB608,40.73915272763701,-74.0330819785595,4 St & Grand St,HB301,40.7422579775645,-74.03511106967926,31
Newport PATH,JC066,40.7272235,-74.0337589,9 St HBLR - Jackson St & 8 St,HB305,40.74790720968899,-74.03841152787209,31
Van Vorst Park,JC035,40.71848892,-74.047726625,Manila & 1st,JC082,40.72165072487999,-74.04288411140442,31
Mama Johnson Field - 4 St & Jackson St,HB404,40.74313993965626,-74.04004096984863,8 St & Washington St,HB603,40.74598388291562,-74.02819901704788,31
6 St & Grand St,HB302,40.7443978330956,-74.03450086712837,Marshall St & 2 St,HB408,40.740802,-74.042521,31
City Hall,JC003,40.7177325,-74.043845,Astor Place,JC077,40.71928220070702,-74.07126188278198,31
Union St,JC051,40.7182113,-74.0836394,Fairmount Ave,JC093,40.72572613742557,-74.07195925712585,31
2 St & Park Ave,HB608,40.73915272763701,-74.0330819785595,South Waterfront Walkway - Sinatra Dr & 1 St,HB103,40.73698221818716,-74.02778059244156,31
Journal Square,JC103,40.73367,-74.0625,Riverview Park,JC057,40.7443187,-74.0439909,31
City Hall - Washington St & 1 St,HB105,40.73736,-74.03097,Grove St PATH,JC115,40.71941,-74.04309,31
Jackson Square,JC063,40.71113,-74.0789,Hilltop,JC019,40.7311689,-74.0575736,31
Clinton St & 7 St,HB303,40.74542,-74.03332,Southwest Park - Jackson St & Observer Hwy,HB401,40.73755127245804,-74.04166370630264,31
6 St & Grand St,HB302,40.7443978330956,-74.03450086712837,Church Sq Park - 5 St & Park Ave,HB601,40.74265933273143,-74.03223305940628,31
Stevens - River Ter & 6 St,HB602,40.74313282710551,-74.02698867022991,Lincoln Park,JC053,40.7246050998869,-74.07840594649315,30
Bloomfield St & 15 St,HB203,40.75453,-74.02658,Marshall St & 2 St,HB408,40.740802,-74.042521,30
Adams St & 2 St,HB407,40.73981372311843,-74.03690412640572,Bloomfield St & 15 St,HB203,40.75453,-74.02658,30
Jersey & 6th St,JC027,40.72528910781132,-74.04557168483734,City Hall - Washington St & 1 St,HB105,40.73736,-74.03097,30
Brunswick & 6th,JC081,40.72601172964625,-74.05038893222809,Brunswick & 6th,JC081,40.72601172964625,-74.05038893222809,30
Grove St PATH,JC115,40.71941,-74.04309,Bergen Ave,JC095,40.722103786686034,-74.07145500183105,30
Southwest Park - Jackson St & Observer Hwy,HB401,40.73755127245804,-74.04166370630264,Stevens - River Ter & 6 St,HB602,40.74313282710551,-74.02698867022991,30
Journal Square,JC103,40.73367,-74.0625,Brunswick & 6th,JC081,40.72601172964625,-74.05038893222809,30
Jersey & 3rd,JC074,40.72333158646436,-74.04595255851744,Newark Ave,JC032,40.72152515,-74.046304543,30
Grand St,JC102,40.71517767732029,-74.03768330812454,Newark Ave,JC032,40.72152515,-74.046304543,30
Hoboken Terminal - River St & Hudson Pl,HB102,40.7360676564825,-74.02912706136703,Oakland Ave,JC022,40.7376037,-74.0524783,30
Brunswick St,JC023,40.7241765,-74.0506564,Grand St,JC102,40.71517767732029,-74.03768330812454,30
9 St HBLR - Jackson St & 8 St,HB305,40.74790720968899,-74.03841152787209,Riverview Park,JC057,40.7443187,-74.0439909,30
Montgomery St,JC099,40.71942,-74.05099,Grand St,JC102,40.71517767732029,-74.03768330812454,30
Leonard Gordon Park,JC080,40.74590996631558,-74.0572714805603,City Hall,JC003,40.7177325,-74.043845,30
2 St & Park Ave,HB608,40.73915272763701,-74.0330819785595,Mama Johnson Field - 4 St & Jackson St,HB404,40.74313993965626,-74.04004096984863,30
Monroe St & 11 St,HB508,40.7501091128573,-74.036636745998,City Hall - Washington St & 1 St,HB105,40.73736,-74.03097,30
2 St & Park Ave,HB608,40.73915272763701,-74.0330819785595,2 St & Park Ave,HB608,40.73915272763701,-74.0330819785595,30
5 Corners Library,JC018,40.73496102000952,-74.0595030784607,Pershing Field,JC024,40.742677141,-74.051788633,30
Liberty Light Rail,JC052,40.7112423,-74.0557013,Jersey & 3rd,JC074,40.72333158646436,-74.04595255851744,30
Newport PATH,JC066,40.7272235,-74.0337589,4 St & Grand St,HB301,40.7422579775645,-74.03511106967926,30
Madison St & 1 St,HB402,40.73879,-74.0393,4 St & River St,HB611,40.7408139,-74.0274062,30
Newport PATH,JC066,40.7272235,-74.0337589,12 St & Sinatra Dr N,HB201,40.75060414236896,-74.02402013540268,30
Columbus Drive,JC014,40.71835519823214,-74.03891444206238,Brunswick & 6th,JC081,40.72601172964625,-74.05038893222809,30
Monmouth & 6th,JC075,40.72568548362901,-74.04879033565521,Washington St,JC098,40.7242941,-74.0354826,30
8 St & Washington St,HB603,40.74598388291562,-74.02819901704788,Madison St & 1 St,HB402,40.73879,-74.0393,30
8 St & Washington St,HB603,40.74598388291562,-74.02819901704788,Marshall St & 2 St,HB408,40.740802,-74.042521,30
Fairmount Ave,JC093,40.72572613742557,-74.07195925712585,Union St,JC051,40.7182113,-74.0836394,30
Newport PATH,JC066,40.7272235,-74.0337589,Monmouth & 6th,JC075,40.72568548362901,-74.04879033565521,30
Van Vorst Park,JC035,40.71848892,-74.047726625,Washington St,JC098,40.7242941,-74.0354826,30
Grand St,JC102,40.71517767732029,-74.03768330812454,8 St & Washington St,HB603,40.74598388291562,-74.02819901704788,30
Newport PATH,JC066,40.7272235,-74.0337589,Christ Hospital,JC034,40.734785818,-74.050443636,30
Bergen Ave & Sip Ave,JC109,40.73100888698729,-74.06443700194359,Bergen Ave & Stegman St,JC108,40.70657545063453,-74.0867006778717,30
12 St & Sinatra Dr N,HB201,40.75060414236896,-74.02402013540268,Willow Ave & 12 St,HB505,40.7518674823282,-74.03037697076797,30
McGinley Square,JC055,40.7253399253558,-74.06762212514877,City Hall,JC003,40.7177325,-74.043845,30
City Hall,JC003,40.7177325,-74.043845,Harborside,JC104,40.7192517,-74.034234,30
Hoboken Terminal - Hudson St & Hudson Pl,HB101,40.73593758446329,-74.03030455112457,City Hall - Washington St & 1 St,HB105,40.73736,-74.03097,30
Marshall St & 2 St,HB408,40.740802,-74.042521,South Waterfront Walkway - Sinatra Dr & 1 St,HB103,40.73698221818716,-74.02778059244156,30
Hoboken Ave at Monmouth St,JC105,40.73520838045357,-74.04696375131607,McGinley Square,JC055,40.7253399253558,-74.06762212514877,30
12 St & Sinatra Dr N,HB201,40.75060414236896,-74.02402013540268,Clinton St & 7 St,HB303,40.74542,-74.03332,30
Hilltop,JC019,40.7311689,-74.0575736,Warren St,JC006,40.7211236,-74.03805095,30
12 St & Sinatra Dr N,HB201,40.75060414236896,-74.02402013540268,Bloomfield St & 15 St,HB203,40.75453,-74.02658,29
Marin Light Rail,JC013,40.71458403535893,-74.04281705617905,Dixon Mills,JC076,40.721630142638354,-74.04996782541275,29
Manila & 1st,JC082,40.72165072487999,-74.04288411140442,Washington St,JC098,40.7242941,-74.0354826,29
Washington St,JC098,40.7242941,-74.0354826,Paulus Hook,JC002,40.7141454,-74.0335519,29
Bergen Ave & Sip Ave,JC109,40.73100888698729,-74.06443700194359,Newark Ave,JC032,40.72152515,-74.046304543,29
6 St & Grand St,HB302,40.7443978330956,-74.03450086712837,Willow Ave & 12 St,HB505,40.7518674823282,-74.03037697076797,29
Exchange Pl,JC116,40.71636596185077,-74.034343957901,Hoboken Terminal - River St & Hudson Pl,HB102,40.7360676564825,-74.02912706136703,29
Mama Johnson Field - 4 St & Jackson St,HB404,40.74313993965626,-74.04004096984863,9 St HBLR - Jackson St & 8 St,HB305,40.74790720968899,-74.03841152787209,29
Manila & 1st,JC082,40.72165072487999,-74.04288411140442,Grand St,JC102,40.71517767732029,-74.03768330812454,29
Christ Hospital,JC034,40.734785818,-74.050443636,Hoboken Terminal - Hudson St & Hudson Pl,HB101,40.73593758446329,-74.03030455112457,29
McGinley Square,JC055,40.7253399253558,-74.06762212514877,McGinley Square,JC055,40.7253399253558,-74.06762212514877,29
McGinley Square,JC055,40.7253399253558,-74.06762212514877,Lincoln Park,JC053,40.7246050998869,-74.07840594649315,29
Hilltop,JC019,40.7311689,-74.0575736,Riverview Park,JC057,40.7443187,-74.0439909,29
Mama Johnson Field - 4 St & Jackson St,HB404,40.74313993965626,-74.04004096984863,Newport PATH,JC066,40.7272235,-74.0337589,29
14 St Ferry - 14 St & Shipyard Ln,HB202,40.75296063046496,-74.02435272932053,2 St & Park Ave,HB608,40.73915272763701,-74.0330819785595,29
Madison St & 1 St,HB402,40.73879,-74.0393,Clinton St & Newark St,HB409,40.73743,-74.03571,29
Newport PATH,JC066,40.7272235,-74.0337589,River St & 1 St,HB609,40.73721535335381,-74.02886540972803,29
Hoboken Terminal - Hudson St & Hudson Pl,HB101,40.73593758446329,-74.03030455112457,Oakland Ave,JC022,40.7376037,-74.0524783,29
Paulus Hook,JC002,40.7141454,-74.0335519,JC Medical Center,JC110,40.71539114317,-74.04969155788422,29
8 St & Washington St,HB603,40.74598388291562,-74.02819901704788,Mama Johnson Field - 4 St & Jackson St,HB404,40.74313993965626,-74.04004096984863,29
Adams St & 2 St,HB407,40.73981372311843,-74.03690412640572,7 St & Monroe St,HB304,40.74641264837719,-74.03797701001167,29
Brunswick St,JC023,40.7241765,-74.0506564,Baldwin at Montgomery,JC020,40.7236589,-74.0641943,29
Hamilton Park,JC009,40.727595966,-74.044247311,Fairmount Ave,JC093,40.72572613742557,-74.07195925712585,29
Jersey & 6th St,JC027,40.72528910781132,-74.04557168483734,Jersey & 6th St,JC027,40.72528910781132,-74.04557168483734,29
Pershing Field,JC024,40.742677141,-74.051788633,City Hall - Washington St & 1 St,HB105,40.73736,-74.03097,29
Grand St & 14 St,HB506,40.75409,-74.0316,12 St & Sinatra Dr N,HB201,40.75060414236896,-74.02402013540268,29
Leonard Gordon Park,JC080,40.74590996631558,-74.0572714805603,Leonard Gordon Park,JC080,40.74590996631558,-74.0572714805603,29
Paulus Hook,JC002,40.7141454,-74.0335519,Warren St,JC006,40.7211236,-74.03805095,29
Jersey & 3rd,JC074,40.72333158646436,-74.04595255851744,Lafayette Park,JC078,40.71346382669195,-74.06285852193832,29
Riverview Park,JC057,40.7443187,-74.0439909,Riverview Park,JC057,40.7443187,-74.0439909,29
4 St & River St,HB611,40.7408139,-74.0274062,City Hall - Washington St & 1 St,HB105,40.73736,-74.03097,29
Dixon Mills,JC076,40.721630142638354,-74.04996782541275,Baldwin at Montgomery,JC020,40.7236589,-74.0641943,29
Adams St & 12 St,HB610,40.751889392240685,-74.03329162748534,Mama Johnson Field - 4 St & Jackson St,HB404,40.74313993965626,-74.04004096984863,29
River St & 1 St,HB609,40.73721535335381,-74.02886540972803,Riverview Park,JC057,40.7443187,-74.0439909,29
Southwest Park - Jackson St & Observer Hwy,HB401,40.73755127245804,-74.04166370630264,Columbus Park - Clinton St & 9 St,HB501,40.74816121065146,-74.0324530005455,29
Riverview Park,JC057,40.7443187,-74.0439909,2 St & Park Ave,HB608,40.73915272763701,-74.0330819785595,29
Newport PATH,JC066,40.7272235,-74.0337589,Clinton St & 7 St,HB303,40.74542,-74.03332,29
9 St HBLR - Jackson St & 8 St,HB305,40.74790720968899,-74.03841152787209,6 St & Grand St,HB302,40.7443978330956,-74.03450086712837,29
Astor Place,JC077,40.71928220070702,-74.07126188278198,Bergen Ave,JC095,40.722103786686034,-74.07145500183105,29
14 St Ferry - 14 St & Shipyard Ln,HB202,40.75296063046496,-74.02435272932053,Southwest Park - Jackson St & Observer Hwy,HB401,40.73755127245804,-74.04166370630264,28
Marshall St & 2 St,HB408,40.740802,-74.042521,Willow Ave & 12 St,HB505,40.7518674823282,-74.03037697076797,28
Bergen Ave & Sip Ave,JC109,40.73100888698729,-74.06443700194359,Monmouth & 6th,JC075,40.72568548362901,-74.04879033565521,28
Newport Pkwy,JC008,40.7287448,-74.0321082,2 St & Park Ave,HB608,40.73915272763701,-74.0330819785595,28
Newark Ave,JC032,40.72152515,-74.046304543,Warren St,JC006,40.7211236,-74.03805095,28
Madison St & 1 St,HB402,40.73879,-74.0393,Warren St,JC006,40.7211236,-74.03805095,28
Newport Pkwy,JC008,40.7287448,-74.0321082,Brunswick & 6th,JC081,40.72601172964625,-74.05038893222809,28
Church Sq Park - 5 St & Park Ave,HB601,40.74265933273143,-74.03223305940628,8 St & Washington St,HB603,40.74598388291562,-74.02819901704788,28
Leonard Gordon Park,JC080,40.74590996631558,-74.0572714805603,Hoboken Terminal - River St & Hudson Pl,HB102,40.7360676564825,-74.02912706136703,28
Grand St & 14 St,HB506,40.75409,-74.0316,Southwest Park - Jackson St & Observer Hwy,HB401,40.73755127245804,-74.04166370630264,28
Pershing Field,JC024,40.742677141,-74.051788633,Newark Ave,JC032,40.72152515,-74.046304543,28
River St & 1 St,HB609,40.73721535335381,-74.02886540972803,Hoboken Ave at Monmouth St,JC105,40.73520838045357,-74.04696375131607,28
Adams St & 12 St,HB610,40.751889392240685,-74.03329162748534,11 St & Washington St,HB502,40.74998490907138,-74.02715027332306,28
City Hall,JC003,40.7177325,-74.043845,Jersey & 6th St,JC027,40.72528910781132,-74.04557168483734,28
Madison St & 1 St,HB402,40.73879,-74.0393,11 St & Washington St,HB502,40.74998490907138,-74.02715027332306,28
6 St & Grand St,HB302,40.7443978330956,-74.03450086712837,Clinton St & 7 St,HB303,40.74542,-74.03332,28
Madison St & 1 St,HB402,40.73879,-74.0393,8 St & Washington St,HB603,40.74598388291562,-74.02819901704788,28
Montgomery St,JC099,40.71942,-74.05099,Baldwin at Montgomery,JC020,40.7236589,-74.0641943,28
Liberty Light Rail,JC052,40.7112423,-74.0557013,Communipaw & Berry Lane,JC084,40.71435836870427,-74.06661093235016,28
Bloomfield St & 15 St,HB203,40.75453,-74.02658,7 St & Monroe St,HB304,40.74641264837719,-74.03797701001167,28
Dixon Mills,JC076,40.721630142638354,-74.04996782541275,Newport PATH,JC066,40.7272235,-74.0337589,28
Paulus Hook,JC002,40.7141454,-74.0335519,York St & Marin Blvd,JC097,40.716615000830494,-74.0424120426178,28
Montgomery St,JC099,40.71942,-74.05099,Dixon Mills,JC076,40.721630142638354,-74.04996782541275,28
Bloomfield St & 15 St,HB203,40.75453,-74.02658,Grove St PATH,JC115,40.71941,-74.04309,28
12 St & Sinatra Dr N,HB201,40.75060414236896,-74.02402013540268,Adams St & 12 St,HB610,40.751889392240685,-74.03329162748534,28
2 St & Park Ave,HB608,40.73915272763701,-74.0330819785595,Hoboken Terminal - Hudson St & Hudson Pl,HB101,40.73593758446329,-74.03030455112457,28
Hoboken Terminal - Hudson St & Hudson Pl,HB101,40.73593758446329,-74.03030455112457,Newport PATH,JC066,40.7272235,-74.0337589,28
Columbus Drive,JC014,40.71835519823214,-74.03891444206238,Astor Place,JC077,40.71928220070702,-74.07126188278198,28
9 St HBLR - Jackson St & 8 St,HB305,40.74790720968899,-74.03841152787209,4 St & Grand St,HB301,40.7422579775645,-74.03511106967926,28
York St & Marin Blvd,JC097,40.716615000830494,-74.0424120426178,Grand St,JC102,40.71517767732029,-74.03768330812454,28
South Waterfront Walkway - Sinatra Dr & 1 St,HB103,40.73698221818716,-74.02778059244156,Madison St & 1 St,HB402,40.73879,-74.0393,28
JC Medical Center,JC110,40.71539114317,-74.04969155788422,Grand St,JC102,40.71517767732029,-74.03768330812454,28
City Hall - Washington St & 1 St,HB105,40.73736,-74.03097,Washington St,JC098,40.7242941,-74.0354826,28
Willow Ave & 12 St,HB505,40.7518674823282,-74.03037697076797,Grand St,JC102,40.71517767732029,-74.03768330812454,28
Columbus Park - Clinton St & 9 St,HB501,40.74816121065146,-74.0324530005455,Southwest Park - Jackson St & Observer Hwy,HB401,40.73755127245804,-74.04166370630264,28
Willow Ave & 12 St,HB505,40.7518674823282,-74.03037697076797,Mama Johnson Field - 4 St & Jackson St,HB404,40.74313993965626,-74.04004096984863,28
Baldwin at Montgomery,JC020,40.7236589,-74.0641943,Dixon Mills,JC076,40.721630142638354,-74.04996782541275,28
Baldwin at Montgomery,JC020,40.7236589,-74.0641943,Hilltop,JC019,40.7311689,-74.0575736,28
